pl_discmethod,Period[days],Mass[Jupiter Mass]
Transit,58.02035000,0.04782
Transit Timing Variations,31.50972800,0.03398
Transit,1.72086040,0.94100
Transit,66.26200000,0.21100
Transit Timing Variations,4.70000000,0.01100
Transit Timing Variations,7.17100000,0.09400
Transit Timing Variations,4.17600000,0.37700
Transit Timing Variations,8.70800000,
Transit Timing Variations,6.31900000,0.18300
Transit Timing Variations,12.20900000,
Transit Timing Variations,12.33100000,0.03500
Transit Timing Variations,15.94300000,
Transit,86.67856000,1.10000
Transit,69.75460000,2.50000
Transit Timing Variations,675.47000000,7.30000
Transit,1.21376720,
Transit,0.45328509,
Transit,1.86516900,
Transit,704.19840000,
Transit,7.89144830,0.43000
Transit,2.68432850,0.59500
Transit,3.31186440,1.03000
Radial Velocity,223.30000000,6.97000
Transit,3.79701816,0.25000
Transit,3.21751883,0.34000
Transit,10.29099400,0.29000
Transit,3.52563254,1.27000
Transit,3.02409490,3.23000
Transit,35.96800000,
Transit,110.97900000,
Transit,6.80300000,
Transit,8.70300000,
Transit,11.92200000,
Transit,52.50112900,5.41000
Radial Velocity,406.20000000,2.43000
Transit,5.33408384,2.82000
Transit,12.87470990,2.86000
Transit,8.60015360,0.84000
Transit,64.00205000,
Transit,16.79713874,
Transit,66.65062000,
Transit,35.23319000,
Transit,178.13960000,
Transit,3.24672930,1.00000
Transit,101.11141000,
Transit,207.24820000,
Transit,112.30530000,
Transit,177.66930000,
Transit,3.60010530,
Transit,4.54588410,
Transit,6.18939200,
Transit,7.74349300,
Transit,9.74048600,
Transit,2.98415100,
Transit,4.87122900,
Transit,8.15275000,
Transit,1.56540900,
Transit,3.03617900,
Transit,5.14892100,
Transit,7.79430132,1.37000
Transit Timing Variations,2500.00000000,22.00000
Transit,12.58242000,
Transit,33.67270000,
Transit,2.45523900,0.50500
Transit,28.45485100,
Transit,15.41313500,
Transit,7.51464000,
Transit,384.84300000,
Transit,240.50300000,0.05034
Transit,10.57000000,0.01905
Radial Velocity,523.90000000,4.46000
Transit,20.74028413,
Transit,33.60134000,6.00000
Transit Timing Variations,57.01100000,0.37600
Transit,6.76658900,
Transit,220.13033570,
Transit,8.31378306,
Transit,84.68660000,0.16959
Transit,207.62000000,0.01888
Transit,8.98101683,
Transit,7.25696522,
Transit,9.94067247,
Transit,51.07926307,
Transit,3.70921385,
Transit,24.99324193,
Transit,38.47875707,
Transit,49.46430000,0.00651
Transit,303.22700000,0.00997
Transit,187.36600000,0.05984
Transit,24.66919569,
Transit,5.01423457,
Transit,4.17625551,
Transit,14.55731705,
Transit,5.66067294,
Transit,3.10550819,
Transit,14.00640607,
Transit,11.11990653,
Transit,13.22175760,
Transit,12.49341307,
Transit,4.77800000,0.01240
Transit,9.67395000,0.04597
Transit,42.89610000,0.02500
Radial Velocity,982.00000000,2.06700
Transit,4.91958380,
Transit,10.06082567,
Transit,56.35418576,
Transit,30.22910400,
Transit,10.04556931,
Transit,3.24325980,
Transit,30.36044667,
Transit,15.35876840,
Transit,38.65199760,
Transit,3.12082923,
Transit,17.27629612,
Transit,7.20379450,0.98000
Transit,10.91293430,0.72000
Transit,2.57654900,
Transit,18.59610800,
Transit,3.26869515,
Transit,4.22538451,
Transit,11.72012266,
Transit,3.00387658,
Transit,8.02511821,
Transit,3.41303622,
Transit,8.30864937,
Transit,3.57320367,
Transit,9.61375356,
Transit,5.63252845,
Transit,3.54846570,2.11100
Transit,7.81254000,
Transit,9.37647000,
Transit,8.50832440,
Transit,5.64067757,
Transit,4.28686431,
Transit,9.54927542,
Transit,27.52197994,
Transit,6.88340550,
Transit,3.56809693,
Transit,25.30889748,
Transit,41.74600392,
Transit,45.15400000,0.00700
Transit,85.31200000,0.01300
Transit,130.19400000,0.02400
Transit,19.55659418,
Transit,296.63786500,
Transit,34.43587975,
Transit,28.86235584,
Transit,5.65179605,
Transit,19.96371318,
Transit,24.85462415,
Transit,60.92832271,
Transit,8.51203588,
Transit,24.30789460,
Transit,7.87735650,8.70000
Transit,16.38500210,10.41000
Transit,36.44517100,
Transit,19.67416124,
Transit,5.21104261,
Transit,22.20813214,
Transit,38.58422849,
Transit,5.83598311,
Transit,7.97419807,
Transit,1.88897906,
Transit,18.68404933,
Transit,5.45849832,
Transit,13.28535633,
Transit,19.78297415,
Transit,1.98035766,
Transit,12.83450220,
Transit,18.64895250,18.41000
Transit,38.55830380,15.74000
Transit,9.75196200,
Transit,39.30941904,
Transit,29.88485741,
Transit,12.92491623,
Transit,28.51120525,
Transit,15.95994513,
Transit,4.90332155,
Transit,1.82708230,
Transit,3.24755522,
Transit,81.73778000,0.03335
Transit,125.63243000,0.97000
Transit Timing Variations,1000.00000000,2.40000
Transit,8.01094340,0.92000
Transit,12.07172490,0.37000
Transit,20.99569400,
Transit,172.70497840,
Transit,5.08005848,
Transit,13.14497566,
Transit,13.89961966,
Transit,21.41616926,
Transit,13.24934059,
Transit,4.14702026,
Transit,6.01038429,
Transit,4.45419434,
Transit,42.94956490,
Transit,117.04049800,
Transit,27.94814490,1.49000
Transit,42.15164180,1.11000
Transit,2.21109900,
Transit,4.61753400,
Transit,10.19854500,
Transit,8.60010411,
Transit,12.37646610,
Transit,5.26341577,
Transit,4.03046804,
Transit,328.23995460,
Transit,1.90220856,
Transit,16.21775407,
Transit,11.72292176,
Transit,3.70598955,
Transit,29.00790538,
Transit,17.58752333,
Transit,10.50160000,0.07000
Transit,21.40239000,0.57000
Radial Velocity,1002.00000000,5.61000
Transit,18.47764449,
Transit,58.36204950,
Transit,5.35016198,
Transit,18.00931444,
Transit,22.18432708,
Transit,3.75083228,
Transit,4.24374723,
Transit,18.42794624,
Transit,16.54297375,
Transit,11.02347475,
Transit,34.18890521,
Transit,5.72931960,18.86000
Transit,11.60925670,6.95000
Transit,4.30166200,
Transit,4.79859939,
Transit,17.20523483,
Transit,22.18329658,
Transit,7.65880414,
Transit,9.37891944,
Transit,29.91136794,
Transit,25.69578251,
Transit,1.61688370,
Transit,9.66857723,
Transit,10.21849540,1.39000
Transit,15.57415680,2.19000
Transit,40.10137100,
Transit,8.22241966,
Transit,40.60698210,
Transit,18.49235668,
Transit,6.51002530,
Transit,35.18103040,
Transit,2.75235975,
Transit,2.10472218,
Transit,10.94027841,
Transit,4.22162536,
Transit,16.54964934,
Transit,11.86817070,2.05000
Transit,17.98012350,1.37000
Transit,5.85296257,
Transit,81.16942990,
Transit,2.82019241,
Transit,21.21708973,
Transit,13.64618192,
Transit,25.30290920,0.05475
Transit,12.38602000,0.01038
Transit,21.30022655,
Transit,13.02365861,
Transit,3.70175428,
Transit,86.49450000,
Transit,15.65562652,
Transit,3.23469960,0.66800
Transit,7.13340000,0.01318
Transit,8.91870000,0.01211
Transit,11.89810000,0.01309
Transit,23.67517607,
Transit,5.37886844,
Transit,15.28469497,
Transit,21.05358596,
Transit,127.90757740,
Transit,6.21712920,
Transit,25.85501786,
Transit,3.38353807,
Transit,2.35895152,
Transit,24.31575992,
Transit,0.63816320,
Transit,6.41251504,
Transit,6.52121067,
Transit,59.87756000,
Transit,6.99692655,
Transit,151.86392000,
Transit,2.43703330,
Transit,3.72215641,
Transit,15.77979614,
Transit,14.03491514,
Transit,10.35584657,
Transit,9.99761851,
Transit,90.41135560,
Transit,1.68269615,
Transit,3.59576964,
Transit,5.40427220,
Transit,1.20846503,
Transit,5.71493200,0.03000
Transit,12.44170000,0.01300
Transit,18.16406000,0.04400
Transit,122.38740000,0.11300
Transit,267.29100000,0.11000
Transit,12.91375431,
Transit,2.62811375,
Transit,14.28226676,
Transit,9.07097734,
Transit,14.58649607,
Transit,7.75192492,
Transit,4.16536510,
Transit,14.48585199,
Transit,40.69944430,
Transit,15.45805670,
Transit,7.23858540,
Transit,9.43415050,0.37800
Transit,161.47439370,
Transit,17.97979059,
Transit,30.99660733,
Transit,8.50340718,
Transit,5.16950177,
Transit,23.44971004,
Transit,16.08066115,
Transit,23.20584623,
Transit,6.07972888,
Transit,10.21420496,
Transit,22.24813967,
Transit,9.48961571,
Transit,4.41745855,
Transit,16.33889626,
Transit,3.17391710,
Transit,3.27582262,
Transit,15.87364565,
Transit,16.22546490,
Transit,29.66630000,
Transit,17.42117490,
Transit,29.90722674,
Transit,2.15491000,
Transit,5.85994400,
Transit,8.13123000,
Radial Velocity,258.80000000,0.82000
Transit,3.03214559,
Transit,21.38521506,
Transit,4.18200253,
Transit,14.70748976,
Transit,0.90037648,
Transit,13.72465129,
Transit,46.40633580,
Transit,1.26025909,
Transit,24.54350418,
Transit,1.28707676,
Transit,17.67179600,
Transit,17.81581500,
Transit,9.27358194,
Transit,6.02930132,
Transit,21.67697486,
Transit,4.99678284,
Transit,2.52559332,
Transit,16.01310205,
Transit,4.49876092,
Transit,41.43962808,
Transit,8.35390639,
Transit,4.12554687,
Transit,15.72590000,
Transit,2.81650485,
Transit,4.28095859,
Transit,38.37746230,
Transit,3.72873109,
Transit,2.24338185,
Transit,2.33743801,
Transit,11.59822172,
Transit,6.57531678,
Transit,7.27503724,
Transit,12.39358604,
Transit,5.39880000,0.02407
Transit,9.60510000,0.00642
Radial Velocity,634.60000000,0.77000
Transit,3.68992629,
Transit,26.39435646,
Transit,12.61190667,
Transit,2.53918318,
Transit,6.77030201,
Transit,1.62552220,
Transit,1.59474546,
Transit,20.50586978,
Transit,3.89593684,
Transit,22.36656079,
Transit,13.72234100,
Transit,242.46130000,
Transit,7.74809437,
Transit,8.11437900,
Transit,21.81293494,
Transit,15.37563332,
Transit,6.36584161,
Transit,3.04033042,
Transit,4.19042557,
Transit,3.70987065,
Transit,16.32976218,
Transit,27.80756293,
Transit,4.88548920,0.44100
Transit,80.87206390,
Transit,10.35533177,
Transit,10.52629406,
Transit,4.58352176,
Transit,3.76182115,
Transit,56.05605380,
Transit,41.40831347,
Transit,2.23749275,
Transit,3.16789194,
Transit,16.08524954,
Transit,4.34728553,
Transit,23.58914398,
Transit,21.02247699,
Transit,226.89047000,
Transit,7.41114100,
Transit,8.09888799,
Transit,10.00652995,
Transit,10.37168453,
Transit,3.96999000,
Transit,4.40840023,
Transit,2.05234990,
Transit,5.00731778,
Transit,4.70832654,
Transit,5.39202539,
Transit,4.09357325,
Transit,105.14474900,
Transit,4.08227507,
Transit,3.31494634,
Transit,39.64317811,
Transit,21.80451088,
Transit,5.15448442,
Transit,5.74347727,
Transit,3.16635371,
Transit,6.49168281,
Transit,2.85188338,
Transit,3.85560355,
Transit,9.46781405,
Transit,0.89304124,
Transit,20.83424726,
Transit,6.10485286,
Transit,11.51516988,
Transit,3.60147201,
Transit,28.59915399,
Transit,24.58721573,
Transit,12.53248465,
Transit,7.34071100,0.63000
Transit,3.58410122,
Transit,7.03902374,
Transit,8.36086824,
Transit,3.17926292,
Transit,12.06222443,
Transit,9.93143556,
Transit,3.48159251,
Transit,35.61760587,
Transit,7.40742793,
Transit,17.31716585,
Transit,8.88491160,10.10000
Transit,9.42887179,
Transit,4.08899022,
Transit,17.44490636,
Transit,18.82747265,
Transit,5.74772501,
Transit,14.55962370,
Transit,1.26909037,
Transit,2.85313364,
Transit,1.22486632,
Transit,1.02267882,
Transit,12.10971040,
Transit,4.75793986,
Transit,20.49661970,
Transit,8.19347190,
Transit,41.80598500,
Orbital Brightness Modulation,1.54492980,2.01000
Transit,8.70419416,
Transit,2.46697439,
Transit,10.12804789,
Transit,3.77055210,
Transit,1.19655156,
Transit,7.33683936,
Transit,27.66552260,
Transit,6.10027804,
Transit,161.52801010,
Transit,11.39100250,
Transit,7.42608998,
Transit,15.98701740,
Transit,3.57878087,0.43000
Transit,18.92540274,
Transit,1.47532231,
Transit,4.15244722,
Transit,8.73485836,
Transit,12.99207337,
Transit,3.74910006,
Transit,11.08957230,
Transit,0.97486893,
Transit,4.89718784,
Transit,5.72812599,
Transit,3.75574426,
Transit,7.09714223,
Transit,0.35500744,0.00619
Transit,0.67737516,
Transit,13.21407320,
Transit,158.68533080,
Transit,4.29264638,
Transit,7.05395000,
Transit,31.59226460,
Transit,1.97376093,
Transit,53.52934870,
Transit,0.92831050,
Transit,8.39846269,
Transit,8.63847725,
Transit,13.48450000,0.03430
Transit,27.40290000,0.01900
Transit,52.09020000,0.01900
Transit,81.06590000,0.01300
Transit,13.73469807,
Transit,14.55397590,
Transit,11.30119217,
Transit,4.24153639,
Transit,11.13125132,
Transit,29.61934210,
Transit,6.40087618,
Transit,27.07237711,
Transit,13.71933369,
Transit,133.46052350,
Transit,3.52249910,0.59000
Transit,7.05246000,0.02180
Transit,9.52355000,0.02121
Transit,3.07222000,0.02124
Transit,4.64489000,0.01299
Transit,0.98678730,
Transit,14.64558000,
Transit,14.13176026,
Transit,11.41928253,
Transit,40.05874730,
Transit,50.28638192,
Transit,14.37457351,
Transit,9.65185017,
Transit,30.86389310,
Transit,8.09219642,
Transit,117.93108781,
Transit,0.63133235,
Transit,55.63934000,
Transit,5.95500000,
Transit,12.04000000,
Transit,20.83784600,
Transit,4.59725385,
Transit,23.58447697,
Transit,10.11716531,
Transit,19.12947337,
Transit,6.14698510,
Transit,8.57503552,
Transit,10.50682565,
Transit,3.99010623,
Transit,10.03538581,
Transit,33.19956480,
Transit,26.44000000,0.03823
Transit,51.54000000,0.04373
Transit,2.38296100,
Transit,5.90220600,
Transit Timing Variations,75.73200000,0.06576
Transit,127.83380980,
Transit,1.92279873,
Transit,3.22296927,
Transit,4.16809082,
Transit,4.51436633,
Transit,3.77360059,
Transit,8.18182460,
Transit,4.48758907,
Transit,51.92927591,
Transit,0.56785714,
Transit,6.88337562,
Transit,9.77000000,
Transit,20.09000000,
Transit,5.16979600,
Transit,11.29695137,
Transit,5.62153941,
Transit,7.13969410,
Transit,18.75469980,
Transit,13.32388301,
Transit,11.41909375,
Transit,11.36112327,
Transit,16.56059504,
Transit,15.74957994,
Transit,37.81445140,
Transit,8.72600000,
Transit,12.88300000,
Transit,4.22453700,
Transit,27.43438900,
Transit,44.55216900,
Transit,2.49577962,
Transit,124.41983980,
Transit,1.21956827,
Transit,2.05387982,
Transit,2.61302086,
Transit,0.92785982,
Transit,19.80792185,
Transit,2.34323190,
Transit,6.91134416,
Transit,394.62449040,
Transit,8.30600000,
Transit,12.51300000,
Transit,17.91323000,
Transit,25.21675100,
Transit,7.19303878,
Transit,8.50699658,
Transit,44.93098040,
Transit,7.16892463,
Transit,2.14463285,
Transit,7.88663110,
Transit,8.02768059,
Transit,85.35129427,
Transit,76.13602028,
Transit,20.38177573,
Transit,5.10137945,
Transit,3.94963138,
Transit,3.14866453,
Transit,15.59461874,
Transit,5.83376092,
Transit,14.16399294,
Transit,2.61703254,
Transit,150.24212700,
Transit,5.03251791,
Transit,40.42877550,
Transit,114.73635000,1.02000
Transit,191.23180000,0.02000
Transit,21.35876210,
Transit,22.04590180,
Transit,2.57885507,
Transit,20.55338440,
Transit,40.06867270,
Transit,27.50737990,
Transit,5.14438011,
Transit,18.45847097,
Transit,25.94220330,
Transit,33.38559380,
Radial Velocity,1403.00000000,3.05046
Transit,7.71468975,
Transit,4.44448017,
Transit,3.98953967,
Transit,12.98495573,
Transit,5.69919514,
Transit,18.11472949,
Transit,6.24146367,
Transit,20.42228798,
Transit,7.63846023,
Transit,70.69790610,
Transit,3.74443900,
Transit,52.75875577,
Transit,53.44945593,
Transit,13.75210720,
Transit,6.33855761,
Transit,9.80322400,
Transit,2.80624233,
Transit,144.54739600,
Transit,8.04726420,
Transit,5.87061910,
Transit,19.17891293,
Transit,19.23891000,0.13655
Transit,38.98530000,0.09408
Transit,1.59285100,
Transit,14.44912000,
Transit,6.99130860,
Transit,3.51749439,
Transit,40.10995470,
Transit,10.35077210,
Transit,62.92285570,
Transit,3.02166863,
Transit,5.08274652,
Transit,41.69799760,
Transit,15.86621821,
Transit,1.34059747,
Transit,13.93290318,
Transit,6.24658000,0.81000
Transit,2.36436901,
Transit,20.31050100,
Transit,2.53475627,
Transit,10.29672521,
Transit,4.40966548,
Transit,4.59489604,
Transit,32.29687980,
Transit,2.97041437,
Transit,4.85386933,
Transit,11.04603384,
Transit,13.74900000,0.20200
Transit,26.72300000,0.01900
Transit,49.35680000,
Transit,6.53192704,
Transit,100.82741130,
Transit,51.30063400,
Transit,0.93846683,
Transit,6.93366476,
Transit,61.03701170,
Transit,33.86785310,
Transit,52.06886010,
Transit,9.11499030,
Transit,3.93246130,
Transit,0.92103214,
Transit,4.72674000,0.01430
Radial Velocity,1460.00000000,3.00000
Transit,71.45177750,
Transit,8.03755877,
Transit,1.92143740,
Transit,14.20443009,
Transit,55.67383090,
Transit,4.88083852,
Transit,10.56134221,
Transit,67.66882700,
Transit,153.34336400,
Transit,52.62984170,
Transit,14.87829600,
Transit,2.50806000,0.03400
Radial Velocity,820.30000000,9.83600
Transit,59.62252570,
Transit,17.42395198,
Transit,44.96417488,
Transit,49.77014380,
Transit,43.31677370,
Transit,31.00338140,
Transit,11.79162572,
Transit,26.96443170,
Transit,7.76846622,
Transit,8.68930730,
Transit,11.52310000,0.04100
Transit,98.71804060,
Transit,71.52530845,
Transit,130.35469190,
Transit,88.40655258,
Transit,9.10967112,
Transit,16.78176602,
Transit,14.53244172,
Transit,5.24867263,
Transit,5.90741354,
Transit,9.76788050,
Transit,14.80074836,
Transit,16.23850000,0.02700
Transit,3.12686223,
Transit,16.87727414,
Transit,12.05707239,
Transit,9.97683705,
Transit,13.52251060,
Transit,134.25272980,
Transit,99.74762200,
Transit,13.22713379,
Transit,198.71125020,
Transit,3.69298373,
Transit,5.70940492,
Transit,34.17317140,
Transit,1.68293460,
Transit,2.58664000,0.01100
Radial Velocity,789.00000000,1.08000
Transit,16.73652231,
Transit,9.59070716,
Transit,7.03932553,
Transit,49.60773310,
Transit,4.19449651,
Transit,1.97034246,
Transit,105.95641480,
Transit,26.85328322,
Transit,49.62215090,
Transit,8.08801350,
Transit,1.54168000,0.01100
Transit,11.55102504,
Transit,4.46975774,
Transit,15.77382210,
Transit,60.08550820,
Transit,43.03422720,
Transit,116.33190100,
Transit,56.43499380,
Transit,105.30331480,
Transit,17.76080053,
Transit,7.96431535,
Transit,4.60358000,0.01900
Transit,9.91723428,
Transit,0.53835431,
Transit,82.53425190,
Transit,20.16034462,
Transit,22.08557563,
Transit,1.15116651,
Transit,28.26731672,
Transit,3.77059058,
Transit,2.70730672,
Transit,5.65377733,
Transit,5.99185702,
Transit,1.40150000,0.01447
Transit,2.25310000,0.00318
Transit,3.69040000,0.00761
Transit,7.45120000,0.00727
Transit,24.73695900,0.02196
Transit,3.77793100,0.00569
Transit,3.81433000,0.02737
Transit,0.46292913,
Transit,4.05203700,0.09691
Transit,0.94800500,
Transit,4.98996300,
Radial Velocity,14.43990000,0.04185
Transit,5.35882000,0.00692
Transit,0.76844800,0.00824
Transit,12.25190000,0.02706
Transit,0.79205200,0.09225
Imaging,,
Imaging,,
Transit,3.91405000,0.81000
Transit,2.14878000,3.70000
Transit,2.82406000,3.10000
Microlensing,,0.01000
Microlensing,,0.83000
Microlensing,,0.07362
Microlensing,,4.10000
Microlensing,2774.00000000,0.03300
Microlensing,,0.16000
Microlensing,1982.00000000,2.60000
Microlensing,,11.00000
Microlensing,,0.54000
Microlensing,,0.02895
Microlensing,,0.27000
Microlensing,,1.50000
Microlensing,,0.09439
Microlensing,,0.05349
Microlensing,,0.05663
Microlensing,,4.80000
Microlensing,,11.60000
Microlensing,,8.40000
Microlensing,,0.02108
Microlensing,,2.74000
Microlensing,,0.01007
Microlensing,,0.10603
Microlensing,,2.80000
Microlensing,,0.62000
Microlensing,,3.70000
Microlensing,,0.60000
Eclipse Timing Variations,760.00000000,23.70000
Radial Velocity,121.71000000,6.69000
Radial Velocity,511.21000000,2.18000
Radial Velocity,6.95900000,0.32000
Radial Velocity,5.11800000,0.40000
Radial Velocity,4.08700000,0.46000
Transit,2.64729800,0.81200
Transit,0.76689440,2.16200
Transit,35.45533000,0.34400
Transit,7.53280600,0.20800
Transit,4.51116400,0.74000
Transit,1.67537280,2.38000
Transit,1.33735080,0.06481
Transit,3.35698660,0.22900
Transit,0.88205900,1.33900
Transit,2.49970000,0.93000
Transit,4.43527000,2.90000
Eclipse Timing Variations,5573.55000000,7.33000
Eclipse Timing Variations,2883.50000000,2.30000
Eclipse Timing Variations,3225.00000000,14.15000
Eclipse Timing Variations,3160.00000000,2.66000
Eclipse Timing Variations,8799.00000000,5.54000
Microlensing,,2.60000
Microlensing,,3.80000
Microlensing,,0.04436
Microlensing,3285.00000000,0.01700
Microlensing,1788.50000000,0.73000
Microlensing,4927.50000000,0.27000
Microlensing,2557.00000000,0.25171
Microlensing,,0.06000
Microlensing,,0.18000
Microlensing,,4.60000
Microlensing,,0.19000
Microlensing,,0.53000
Microlensing,,0.88000
Microlensing,,0.14500
Microlensing,,0.86000
Microlensing,,1.85000
Microlensing,,2.73000
Microlensing,,0.39000
Microlensing,,0.47000
Microlensing,,0.16700
Microlensing,,0.11012
Microlensing,,12.56900
Microlensing,,0.29000
Microlensing,,0.00522
Microlensing,,9.51000
Microlensing,,0.64000
Microlensing,,2.70000
Microlensing,,0.51000
Microlensing,,3.09000
Microlensing,,0.17399
Microlensing,,0.26335
Microlensing,,0.56000
Microlensing,,0.72000
Microlensing,,3.40000
Microlensing,,0.06607
Microlensing,,2.54000
Microlensing,,0.05632
Microlensing,,0.43300
Microlensing,,4.10000
Microlensing,,4.18000
Microlensing,,0.43000
Microlensing,1224.00000000,13.38000
Microlensing,,0.00450
Microlensing,,0.79000
Microlensing,,0.01029
Microlensing,,0.40100
Microlensing,,0.41000
Microlensing,,0.02832
Microlensing,,0.51000
Microlensing,,1.59000
Microlensing,,11.28000
Microlensing,,0.01400
Microlensing,,0.75000
Microlensing,,0.04383
Microlensing,,0.01246
Microlensing,5480.00000000,4.80000
Microlensing,,1.80000
Microlensing,,2.80000
Microlensing,,0.67000
Microlensing,,4.40000
Transit,3.10127800,0.62000
Transit,4.01444630,
Transit,1.43247520,1.26000
Transit,1.68986800,1.18000
Transit,3.97910000,1.01000
Transit,3.67724000,1.03000
Transit,1.21191890,1.39000
Transit,2.48553350,4.50000
Imaging,7300000.00000000,14.00000
Imaging,,3.00000
Imaging,,2.00000
Transit,138.31700000,0.53100
Transit,282.52550000,
Transit,3.16062960,2.31000
Pulsar Timing,10140.00000000,0.00620
Pulsar Timing,25.26200000,0.00006
Pulsar Timing,66.54190000,0.01353
Pulsar Timing,98.21140000,0.01227
Pulsar Timing,,2.50000
Pulsar Timing,0.09070629,1.20000
Pulsar Timing,0.32296400,0.79490
Radial Velocity,4.42640000,0.54000
Radial Velocity,2.14610000,1.88000
Radial Velocity,4850.00000000,7.79000
Radial Velocity,11.18600000,0.00400
Transit,1.42002420,1.29400
Transit,1.64532100,0.73600
Transit,1.33711647,2.49400
Transit,2.50792040,4.31000
Transit,1.80535640,6.10000
Transit,2.87923190,4.32000
Transit,3.50619500,0.66800
Transit,2.03204600,1.88000
Transit,3.71495000,0.37100
Transit,1.54073100,1.19000
Imaging,,16.00000
Imaging,,9.00000
Eclipse Timing Variations,4343.50000000,4.20000
Radial Velocity,9.86580000,0.00440
Imaging,,6.00000
Imaging,,13.00000
Transit,1.79600000,9.70000
Transit,4.20000000,3.80000
Radial Velocity,10.79000000,1.66000
Microlensing,,0.02895
Transit,15.16886500,1.94200
Transit,4.06649900,
Transit,8.35038100,0.97400
Transit,5.07803000,
Transit,3.44472900,0.02174
Transit,4.65382000,0.02989
Transit,9.15059000,0.02086
Transit,19.98000000,0.04279
Transit,10.89484300,0.04248
Transit,18.80151000,0.00692
Transit,2.10970190,0.07048
Transit,95.17400000,0.10383
Transit,5.85748700,2.51000
Transit,2.08454350,1.18000
Transit,4.23130600,1.22000
Transit,2.25544770,0.79100
Transit,9.47725000,5.42000
Transit,3.49151000,0.08426
Transit,29.02000000,0.66000
Transit,34.55600000,0.62927
Transit,17.08900000,0.09439
Transit,5.43609800,
Transit,4.93777000,1.00000
Transit,3.36008000,
Transit,5.66017200,
Transit,11.38014000,
Transit,5.19672000,0.02256
Transit,16.06819000,0.05166
Transit,1.85870300,
Transit,9.19252200,
Transit,16.36498800,
Transit,10.33111000,1.53000
Transit,1.23914910,
Transit,0.44657800,0.00500
Transit,10.77900000,0.01699
Transit,25.62000000,0.03760
Transit,77.23000000,0.05034
Transit,16.28700000,0.00944
Transit,1.65114400,1.46300
Transit,11.23660000,1.23600
Transit,9.97702000,
Transit,16.05111000,
Transit,37.42475000,
Transit,5.60570000,0.03080
Transit,12.27370000,0.02932
Transit,8.24661000,0.01259
Transit,15.66530000,0.01668
Transit,83.89110000,
Transit,1.39297800,0.05810
Transit,8.32487620,1.20000
Transit,0.76552414,0.12299
Transit,10.62656000,0.95000
Transit,3.73949400,0.66700
Transit,4.32419000,2.60000
Transit,10.15643000,2.50000
Transit,3.68497290,0.17400
Transit,1.51087081,0.00267
Transit,2.42182330,0.00434
Transit,4.04961000,0.00129
Transit,6.09961500,0.00195
Transit,9.20669000,0.00214
Transit,12.35294000,0.00422
Transit,18.76700000,
Radial Velocity,198.40000000,2.50000
Radial Velocity,559.30000000,10.00000
Radial Velocity,562.00000000,3.42000
Radial Velocity,26.46800000,5.40000
Radial Velocity,101.54000000,10.78000
Imaging,,14.00000
Imaging,,6.00000
Radial Velocity,4.91000000,0.00330
Radial Velocity,11.40900000,0.00349
Transit,3.03007000,0.84000
Transit,2.47063000,1.49000
Transit,1.30618581,1.91000
Transit,3.55395000,0.78000
Transit,1.48224686,1.79000
Microlensing,,1.28000
Imaging,,14.00000
Imaging,,15.00000
Imaging,,16.00000
Eclipse Timing Variations,5840.00000000,6.30000
Eclipse Timing Variations,1916.25000000,7.70000
Pulsation Timing Variations,1170.00000000,3.20000
Transit,24.13960000,
Transit,8.24958000,
Transit,12.40320000,
Transit,60.00000000,
Radial Velocity,4.92700000,0.70000
Imaging,,11.20000
Transit,2.51994540,0.85400
Transit,3.09276160,3.15000
Transit,2.84938000,1.26000
Transit,3.58572000,0.51000
Transit,0.92554200,1.49000
Transit,1.75541370,1.27200
Transit,7.87288000,1.80000
Transit,9.28971000,1.62000
Transit,5.72147420,0.09600
Radial Velocity,1088.00000000,0.36000
Transit,3.72247000,0.79000
Transit,4.54216875,0.47500
Transit,1.54877430,1.76900
Transit,10.02165000,0.30000
Transit,4.04604350,0.51400
Transit,2.49979000,1.23000
Transit,1.09142000,1.46500
Transit,3.61127060,4.85000
Transit,1.27492550,1.18300
Transit,2.97764120,0.89900
Transit,3.37265000,0.60000
Transit,3.28883000,0.28411
Transit Timing Variations,7.63000000,0.20199
Transit,4.17806203,0.16470
Transit,5.74814500,1.00000
Transit,4.35301000,0.36000
Transit,11.55098000,1.23000
Transit,5.32202300,0.27000
Transit,7.13352100,0.41000
Transit,2.17642300,1.16000
Transit,1.40137940,1.90000
Transit,5.21535700,1.51000
Transit,3.63443300,1.22000
Transit,5.92426200,0.11700
Transit,2.24375000,8.84000
Transit,2.23598350,2.44000
Transit,3.31065100,2.69000
Transit,2.05286800,0.84000
Transit,2.27831520,0.44000
Transit,1.76903810,0.89000
Transit,4.60273000,0.27500
Transit,8.80381000,0.29100
Radial Velocity,34.51600000,0.40000
Transit,3.75210000,0.54000
Transit,5.64420700,8.46000
Transit,4.53347100,0.31000
Transit,3.33260900,0.39000
Transit,3.83616900,0.12800
Transit,3.95162300,
Transit,3.65633300,2.79000
Transit,3.84040100,0.55000
Transit,3.11860000,1.24000
Transit,3.76849520,0.27800
Transit,5.40604250,2.49000
Transit,9.62468000,5.20000
Transit,1.60968840,1.87000
Transit,1.77712550,2.13000
Transit,3.46550900,0.65800
Transit,5.44354000,0.10100
Transit,2.02195960,8.00000
Transit,4.15365800,0.42000
Transit,5.61141180,0.56100
Transit,3.73543000,0.78000
